preferred_zone,preferred_entry_date,minimum_acceptable_group_size,results_status,awarded_preference,awarded_entry_date,awarded_entrance,awarded_group_size,awarded,preferred_option,preferred_entry_date_month,preferred_entry_date_day
Core Enchantment Zone,09-05-2022,5,Awarded,3,08-31-2022,Colchuck Zone,5,False,2,September,Monday
Stuart  Zone,07-18-2022,4,Awarded,3,05-30-2022,Stuart  Zone,4,False,2,July,Monday
Core Enchantment Zone,10-22-2022,8,Awarded,3,10-29-2022,Core Enchantment Zone,8,False,2,October,Saturday
Core Enchantment Zone,05-28-2022,5,Awarded,3,05-29-2022,Core Enchantment Zone,5,False,2,May,Saturday
Stuart  Zone,07-31-2022,2,Awarded,3,07-31-2022,Eightmile/Caroline Zone,2,False,2,July,Sunday
Snow Zone,09-23-2022,4,Awarded,3,09-25-2022,Stuart Zone (stock),4,False,2,September,Friday
Colchuck Zone,08-26-2022,4,Awarded,3,06-25-2022,Snow Zone,4,False,2,August,Friday
Core Enchantment Zone,06-12-2022,5,Awarded,3,05-18-2022,Stuart  Zone,5,False,2,June,Sunday
Core Enchantment Zone,08-10-2022,8,Awarded,3,07-27-2022,Colchuck Zone,6,False,2,August,Wednesday
Core Enchantment Zone,09-27-2022,2,Awarded,3,09-27-2022,Snow Zone,2,False,2,September,Tuesday
Colchuck Zone,05-23-2022,4,Awarded,3,05-23-2022,Snow Zone,4,False,2,May,Monday
Stuart  Zone,10-06-2022,2,Awarded,3,10-09-2022,Stuart  Zone,2,False,2,October,Thursday
Core Enchantment Zone,08-17-2022,2,Awarded,3,08-23-2022,Snow Zone,2,False,2,August,Wednesday
Core Enchantment Zone,10-15-2022,8,Awarded,3,10-22-2022,Core Enchantment Zone,8,False,2,October,Saturday
Colchuck Zone,10-03-2022,8,Awarded,3,10-03-2022,Stuart  Zone,8,False,2,October,Monday
Colchuck Zone,09-09-2022,8,Awarded,3,09-23-2022,Colchuck Zone,8,False,2,September,Friday
Core Enchantment Zone,08-16-2022,2,Awarded,3,08-16-2022,Stuart  Zone,2,False,2,August,Tuesday
Stuart  Zone,06-17-2022,8,Awarded,3,06-10-2022,Snow Zone,8,False,2,June,Friday
Core Enchantment Zone,08-03-2022,2,Awarded,3,08-31-2022,Core Enchantment Zone,2,False,2,August,Wednesday
Core Enchantment Zone,08-08-2022,6,Awarded,3,06-21-2022,Core Enchantment Zone,6,False,2,August,Monday
Stuart  Zone,10-04-2022,2,Awarded,3,09-28-2022,Eightmile/Caroline Zone,2,False,2,October,Tuesday
Colchuck Zone,08-08-2022,2,Awarded,3,08-09-2022,Snow Zone,2,False,2,August,Monday
Colchuck Zone,06-18-2022,2,Awarded,3,06-11-2022,Stuart  Zone,2,False,2,June,Saturday
Core Enchantment Zone,09-22-2022,2,Awarded,3,10-12-2022,Colchuck Zone,2,False,2,September,Thursday
Core Enchantment Zone,06-07-2022,4,Awarded,3,06-07-2022,Snow Zone,4,False,2,June,Tuesday
Core Enchantment Zone,09-12-2022,2,Awarded,3,09-05-2022,Eightmile/Caroline Zone,2,False,2,September,Monday
Colchuck Zone,10-04-2022,6,Awarded,3,10-05-2022,Snow Zone,4,False,2,October,Tuesday
Core Enchantment Zone,08-19-2022,3,Awarded,3,09-04-2022,Core Enchantment Zone,3,False,2,August,Friday
Colchuck Zone,07-24-2022,3,Awarded,3,07-24-2022,Snow Zone,3,False,2,July,Sunday
Colchuck Zone,10-21-2022,6,Awarded,3,10-21-2022,Snow Zone,6,False,2,October,Friday
Core Enchantment Zone,09-23-2022,4,Awarded,3,10-05-2022,Colchuck Zone,5,False,2,September,Friday
Colchuck Zone,10-09-2022,2,Awarded,3,10-09-2022,Core Enchantment Zone,1,False,2,October,Sunday
Colchuck Zone,08-17-2022,2,Awarded,3,05-24-2022,Stuart  Zone,2,False,2,August,Wednesday
Core Enchantment Zone,07-14-2022,8,Awarded,3,10-20-2022,Core Enchantment Zone,8,False,2,July,Thursday
Core Enchantment Zone,07-27-2022,6,Awarded,3,10-08-2022,Colchuck Zone,6,False,2,July,Wednesday
Core Enchantment Zone,06-29-2022,4,Awarded,3,06-28-2022,Snow Zone,4,False,2,June,Wednesday
Colchuck Zone,07-20-2022,4,Awarded,3,07-20-2022,Snow Zone,4,False,2,July,Wednesday
Core Enchantment Zone,08-07-2022,6,Awarded,3,08-21-2022,Stuart  Zone,6,False,2,August,Sunday
Colchuck Zone,09-11-2022,4,Awarded,3,09-11-2022,Snow Zone,4,False,2,September,Sunday
Colchuck Zone,08-26-2022,4,Awarded,3,07-08-2022,Stuart  Zone,4,False,2,August,Friday
Stuart  Zone,09-08-2022,2,Awarded,3,09-29-2022,Stuart  Zone,2,False,2,September,Thursday
Core Enchantment Zone,07-29-2022,4,Awarded,3,08-01-2022,Eightmile/Caroline Zone,4,False,2,July,Friday
Eightmile/Caroline Zone,08-11-2022,8,Awarded,3,08-09-2022,Eightmile/Caroline Zone,8,False,2,August,Thursday
Colchuck Zone,06-12-2022,4,Awarded,3,05-23-2022,Eightmile/Caroline Zone (stock),4,False,2,June,Sunday
Core Enchantment Zone,10-26-2022,5,Awarded,3,10-31-2022,Core Enchantment Zone,5,False,2,October,Wednesday
Colchuck Zone,06-03-2022,4,Awarded,3,06-10-2022,Colchuck Zone,4,False,2,June,Friday
Colchuck Zone,08-12-2022,8,Awarded,3,08-20-2022,Colchuck Zone,8,False,2,August,Friday
Core Enchantment Zone,09-26-2022,2,Awarded,3,10-03-2022,Core Enchantment Zone,2,False,2,September,Monday
Stuart  Zone,10-02-2022,4,Awarded,3,10-02-2022,Eightmile/Caroline Zone,4,False,2,October,Sunday
Core Enchantment Zone,07-19-2022,2,Awarded,3,07-19-2022,Eightmile/Caroline Zone,2,False,2,July,Tuesday
Core Enchantment Zone,07-14-2022,2,Awarded,3,07-19-2022,Snow Zone,2,False,2,July,Thursday
Colchuck Zone,08-03-2022,6,Awarded,3,09-14-2022,Colchuck Zone,6,False,2,August,Wednesday
Core Enchantment Zone,07-24-2022,3,Awarded,3,07-31-2022,Colchuck Zone,3,False,2,July,Sunday
Colchuck Zone,09-27-2022,3,Awarded,3,09-27-2022,Snow Zone,3,False,2,September,Tuesday
Colchuck Zone,07-18-2022,2,Awarded,3,07-04-2022,Colchuck Zone,2,False,2,July,Monday
Snow Zone,09-03-2022,8,Awarded,3,06-18-2022,Snow Zone,8,False,2,September,Saturday
Colchuck Zone,07-19-2022,5,Awarded,3,07-20-2022,Colchuck Zone,5,False,2,July,Tuesday
Core Enchantment Zone,10-12-2022,2,Awarded,3,10-19-2022,Core Enchantment Zone,2,False,2,October,Wednesday
Core Enchantment Zone,09-06-2022,4,Awarded,3,09-13-2022,Core Enchantment Zone,4,False,2,September,Tuesday
Stuart  Zone,07-28-2022,4,Awarded,3,09-29-2022,Stuart  Zone,4,False,2,July,Thursday
Colchuck Zone,07-17-2022,4,Awarded,3,07-10-2022,Eightmile/Caroline Zone,4,False,2,July,Sunday
Core Enchantment Zone,10-14-2022,4,Awarded,3,10-17-2022,Core Enchantment Zone,4,False,2,October,Friday
Colchuck Zone,08-29-2022,2,Awarded,3,08-29-2022,Stuart  Zone,2,False,2,August,Monday
Core Enchantment Zone,09-23-2022,2,Awarded,3,10-28-2022,Core Enchantment Zone,2,False,2,September,Friday
Core Enchantment Zone,08-16-2022,5,Awarded,3,05-17-2022,Core Enchantment Zone,5,False,2,August,Tuesday
Colchuck Zone,05-28-2022,2,Awarded,3,05-28-2022,Eightmile/Caroline Zone,2,False,2,May,Saturday
Core Enchantment Zone,08-12-2022,4,Awarded,3,08-19-2022,Snow Zone,4,False,2,August,Friday
Core Enchantment Zone,10-22-2022,6,Awarded,3,10-29-2022,Core Enchantment Zone,6,False,2,October,Saturday
Core Enchantment Zone,09-30-2022,4,Awarded,3,09-30-2022,Stuart  Zone,4,False,2,September,Friday
Core Enchantment Zone,07-22-2022,4,Awarded,3,07-22-2022,Snow Zone,4,False,2,July,Friday
Colchuck Zone,08-16-2022,4,Awarded,3,08-16-2022,Snow Zone,4,False,2,August,Tuesday
Core Enchantment Zone,08-05-2022,2,Awarded,3,08-06-2022,Core Enchantment Zone,2,False,2,August,Friday
Colchuck Zone,09-06-2022,5,Awarded,3,09-13-2022,Snow Zone,5,False,2,September,Tuesday
Core Enchantment Zone,07-09-2022,8,Awarded,3,06-11-2022,Eightmile/Caroline Zone,8,False,2,July,Saturday
Core Enchantment Zone,10-14-2022,2,Awarded,3,10-21-2022,Snow Zone,2,False,2,October,Friday
Colchuck Zone,07-03-2022,3,Awarded,3,07-03-2022,Snow Zone,3,False,2,July,Sunday
Core Enchantment Zone,08-22-2022,6,Awarded,3,08-29-2022,Snow Zone,6,False,2,August,Monday
Stuart Zone (stock),10-13-2022,4,Awarded,3,10-06-2022,Eightmile/Caroline Zone,4,False,2,October,Thursday
Stuart  Zone,07-26-2022,4,Awarded,3,08-16-2022,Stuart  Zone,4,False,2,July,Tuesday
Snow Zone,07-19-2022,8,Awarded,3,09-20-2022,Stuart  Zone,8,False,2,July,Tuesday
Core Enchantment Zone,09-29-2022,4,Awarded,3,09-05-2022,Stuart  Zone,2,False,2,September,Thursday
Core Enchantment Zone,09-11-2022,4,Awarded,3,08-14-2022,Stuart  Zone,4,False,2,September,Sunday
Eightmile/Caroline Zone,06-28-2022,8,Awarded,3,06-28-2022,Snow Zone,8,False,2,June,Tuesday
Core Enchantment Zone,08-01-2022,4,Awarded,3,08-12-2022,Stuart  Zone,4,False,2,August,Monday
Core Enchantment Zone,08-13-2022,6,Awarded,3,08-16-2022,Eightmile/Caroline Zone,6,False,2,August,Saturday
Snow Zone,06-08-2022,1,Awarded,3,05-30-2022,Snow Zone,1,False,2,June,Wednesday
Core Enchantment Zone,09-08-2022,6,Awarded,3,08-25-2022,Colchuck Zone,6,False,2,September,Thursday
Core Enchantment Zone,09-28-2022,4,Awarded,3,09-28-2022,Colchuck Zone,4,False,2,September,Wednesday
Core Enchantment Zone,09-14-2022,6,Awarded,3,09-17-2022,Snow Zone,6,False,2,September,Wednesday
Colchuck Zone,09-25-2022,8,Awarded,3,09-25-2022,Stuart  Zone,8,False,2,September,Sunday
Core Enchantment Zone,06-16-2022,5,Awarded,3,06-17-2022,Snow Zone,5,False,2,June,Thursday
Colchuck Zone,08-26-2022,4,Awarded,3,09-30-2022,Eightmile/Caroline Zone,4,False,2,August,Friday
Colchuck Zone,10-07-2022,4,Awarded,3,10-21-2022,Snow Zone,4,False,2,October,Friday
Core Enchantment Zone,10-10-2022,2,Awarded,3,10-17-2022,Core Enchantment Zone,2,False,2,October,Monday
Stuart  Zone,10-08-2022,2,Awarded,3,10-15-2022,Eightmile/Caroline Zone,2,False,2,October,Saturday
Snow Zone,09-10-2022,8,Awarded,3,09-17-2022,Eightmile/Caroline Zone,8,False,2,September,Saturday
Stuart  Zone,06-16-2022,4,Awarded,3,06-12-2022,Stuart  Zone,4,False,2,June,Thursday
Core Enchantment Zone,08-25-2022,4,Awarded,3,08-18-2022,Snow Zone,4,False,2,August,Thursday
Core Enchantment Zone,09-05-2022,6,Awarded,3,06-13-2022,Snow Zone,6,False,2,September,Monday
Colchuck Zone,06-28-2022,4,Awarded,3,06-29-2022,Snow Zone,4,False,2,June,Tuesday
Stuart  Zone,09-11-2022,2,Awarded,3,10-09-2022,Stuart  Zone,2,False,2,September,Sunday
Colchuck Zone,09-22-2022,1,Awarded,3,07-26-2022,Stuart  Zone,1,False,2,September,Thursday
Colchuck Zone,06-19-2022,6,Awarded,3,06-19-2022,Snow Zone,7,False,2,June,Sunday
Snow Zone,09-14-2022,6,Awarded,3,06-08-2022,Eightmile/Caroline Zone,6,False,2,September,Wednesday
Core Enchantment Zone,08-15-2022,6,Awarded,3,08-15-2022,Snow Zone,6,False,2,August,Monday
Core Enchantment Zone,06-26-2022,2,Awarded,3,05-25-2022,Snow Zone,5,False,2,June,Sunday
Snow Zone,08-09-2022,6,Awarded,3,08-09-2022,Stuart  Zone,6,False,2,August,Tuesday
Snow Zone,07-13-2022,6,Awarded,3,05-17-2022,Core Enchantment Zone,4,False,2,July,Wednesday
